Unique Response ID,Representative Name,"On a scale from 0-10, how likely are you to recommend this representative to a friend or colleague? - Group","On a scale from 0-10, how likely are you to recommend this representative to a friend or colleague?",How satisfied are you with the resolution to your issue?,Was your issue resolved?,Rewards member ID,Case #
R_3DUGvAHQrywYvEF,Willow,Passive,7,Extremely dissatisfied,Yes,21933,10555
R_57uuYCbDzbTREYB,Julian,Detractor,6,Extremely dissatisfied,Uncertain,67873,10556
R_d1fZGlztsIaLTRr,Anthony,Detractor,1,Neither satisfied nor dissatisfied,No,92648,10557
R_4GBRgTWXHMFOztz,Addison,Detractor,6,Slightly satisfied,Uncertain,54859,10558
R_0AI7hgK6ruVVX9j,Riley,Detractor,3,Slightly satisfied,No,33231,10559
R_6htK834xVk3N3ZX,Audrey,Detractor,6,Extremely dissatisfied,No,45413,10560
R_eFnHbPpdoao6ay1,Lillian,Detractor,1,Slightly dissatisfied,Yes,91482,10561
R_bq1zIQHhqczZQKV,Theodore,Detractor,5,Neither satisfied nor dissatisfied,No,15969,10562
R_1RMtOndVEJf9h4N,Luke,Detractor,1,Slightly dissatisfied,Yes,98021,10563
R_2ir4621lWa43FXv,Victoria,Detractor,6,Neither satisfied nor dissatisfied,Uncertain,18179,10564
R_aWcDYNtLx3da0Bv,Jaxon,Detractor,3,Neither satisfied nor dissatisfied,Uncertain,58702,10565
R_1NdCqtPjVxZAaPz,Gabriel,Detractor,6,Slightly dissatisfied,Uncertain,43036,10566
R_em1msO2GkRmM8LP,Everly,Detractor,2,Neither satisfied nor dissatisfied,No,50128,10567
R_a3jLnwxQcNZpNSR,Stella,Detractor,3,Neither satisfied nor dissatisfied,No,94542,10568
R_bDBvPuuKuEEc6SF,Mateo,Detractor,1,Slightly satisfied,Yes,27037,10569
R_eRTPSbj8fmi9eZv,Wyatt,Detractor,3,Extremely dissatisfied,No,80565,10570
R_d5tTxLMIjrSwq3j,Zoe,Passive,8,Extremely satisfied,Yes,71159,10571
R_eWqiYGzDBHAkjzL,John,Detractor,5,Extremely dissatisfied,Uncertain,48193,10572
R_ba6PrFP0gcWvyCh,Aubrey,Detractor,6,Extremely dissatisfied,No,21773,10573
R_81EJkFMryUL8WKV,Aurora,Detractor,5,Extremely satisfied,No,51526,10574
R_dh658zC5O3RETml,Wyatt,Detractor,2,Extremely dissatisfied,Yes,47340,10575
R_2tMQi5wMwI2tRid,Everly,Promoter,9,Neither satisfied nor dissatisfied,Yes,11643,10576
R_6M5TDEbN4E6QJVP,Violet,Passive,7,Neither satisfied nor dissatisfied,Uncertain,26716,10577
R_1yHwpmeV7Fj6MBv,Willow,Detractor,2,Neither satisfied nor dissatisfied,Uncertain,67918,10578
R_9mALY45hqhl5ZVH,Riley,Passive,7,Slightly satisfied,No,42779,10579
R_6mLIXoygCN9u9Ap,Natalie,Detractor,3,Extremely dissatisfied,No,49370,10580
R_aVnQheG2hkNvLdX,Dylan,Passive,8,Extremely dissatisfied,No,55310,10581
R_brsLKa61K8tf56l,Leah,Detractor,2,Slightly satisfied,No,18036,10582
R_1AI9i8LCNNv5Bit,Nora,Detractor,3,Neither satisfied nor dissatisfied,Uncertain,30998,10583
R_9GK2IvyS3lje3gF,Zoe,Detractor,4,Neither satisfied nor dissatisfied,Yes,31247,10584
R_3Kr9joTXBii1cG1,Aubrey,Detractor,6,Extremely satisfied,Yes,67044,10585
R_5tKBi03fdbuqH3v,Christopher,Detractor,5,Extremely dissatisfied,No,13770,10586
R_3C1KOLbltRVsGHj,Gabriel,Passive,8,Neither satisfied nor dissatisfied,Uncertain,64374,10587
R_6YGxVrWPWNOl8ah,Lillian,Passive,7,Extremely satisfied,Uncertain,13988,10588
R_8HbnLO9yTmSheN7,John,Detractor,4,Slightly dissatisfied,Uncertain,80618,10589
R_egMzeouWnS75HFj,Luke,Detractor,0,Extremely satisfied,Uncertain,87714,10590
R_1AAPRRJxYORvepn,Christopher,Detractor,0,Extremely satisfied,Uncertain,42304,10591
R_2iqY2Gh3EO3eWt7,Thomas,Detractor,6,Slightly dissatisfied,Yes,33402,10592
R_digAuT62T1TkelT,Riley,Detractor,2,Neither satisfied nor dissatisfied,Uncertain,44609,10593
R_7UwyB18ehK0ursN,Andrew,Detractor,2,Extremely satisfied,Uncertain,73886,10594
R_eezT4KTgU9dlFhH,Andrew,Passive,7,Slightly dissatisfied,Uncertain,14072,10595
R_0pudxFUR0w98MGV,Riley,Detractor,3,Extremely dissatisfied,No,52810,10596
R_6zcUrIoErEne4pn,Audrey,Passive,7,Extremely dissatisfied,Yes,17362,10597
R_1NRfcdeYFqQsbqt,Anthony,Passive,8,Slightly dissatisfied,No,17898,10598
R_2ivDRWeH4agSSHz,Lucy,Detractor,5,Slightly satisfied,Yes,50064,10599
R_entUMU3Rz4jkkT3,Hudson,Detractor,4,Slightly satisfied,No,34802,10600
R_a4UaINRZAuFulWR,Leo,Passive,7,Slightly satisfied,Yes,61506,10601
R_3EFpcscl8tsD5Hf,Lincoln,Passive,7,Slightly satisfied,Uncertain,67558,10602
R_09hFcIpkXhQ6fBj,Lucy,Detractor,0,Extremely dissatisfied,No,69504,10603
R_0PTQvVyIaYDwlBX,Levi,Detractor,5,Extremely dissatisfied,Yes,48015,10604
R_bQJryya7wQzA4EB,David,Detractor,6,Slightly satisfied,No,94795,10605
R_bxwYGH15QfgZOa9,Anthony,Detractor,6,Neither satisfied nor dissatisfied,Uncertain,90228,10606
R_bpyzFJ71lwPWbzL,Everly,Detractor,5,Extremely dissatisfied,Yes,30545,10607
R_1YsQ8ZofqB1GA5f,Zoe,Detractor,3,Neither satisfied nor dissatisfied,No,21913,10608
R_2blJa11l6wDFW7P,Aurora,Promoter,9,Neither satisfied nor dissatisfied,Yes,82115,10609
R_0uelprZwoE26ur3,Levi,Detractor,4,Neither satisfied nor dissatisfied,No,76003,10610
R_cHkkqoOF4ptg497,Violet,Promoter,10,Extremely satisfied,No,79104,10611
R_br6WBPuaICDK1vL,Josiah,Detractor,5,Extremely dissatisfied,No,96679,10612
R_1FhNMUZKBdbwvOd,Willow,Promoter,9,Extremely dissatisfied,Uncertain,75375,10613
R_3shgu2Vi6tQd24Z,Hudson,Promoter,10,Slightly satisfied,Yes,88992,10614
R_9vmtgt8Anw8obOJ,Violet,Detractor,2,Slightly satisfied,Yes,33229,10615
R_cMGMUlzNmozAizz,Dylan,Detractor,4,Extremely dissatisfied,No,73507,10616
R_8qRF2jahRM3Atnv,Everly,Detractor,5,Neither satisfied nor dissatisfied,Uncertain,38207,10617
R_cRSqpmy5Ajv3qLP,Nora,Detractor,0,Slightly satisfied,No,38187,10618
R_2ofnhFWTBAnZjoh,Luke,Promoter,9,Extremely satisfied,Uncertain,30015,10619
R_41LAlRNqUJovDTv,Nora,Detractor,0,Extremely satisfied,No,37348,10620
R_b3Ib7lRxflqNgwZ,Lily,Promoter,10,Extremely dissatisfied,Uncertain,70865,10621
R_6rlJUKFcPbEBsfH,Natalie,Promoter,10,Extremely satisfied,Uncertain,31313,10622
R_6Eg7JCAYu8yZXlX,Zoey,Promoter,10,Extremely dissatisfied,Uncertain,71618,10623
R_5A3KYb36YHkrDhP,Ellie,Detractor,0,Slightly satisfied,Yes,70359,10624
R_bPoIZisWqKqikfP,Zoe,Detractor,1,Slightly satisfied,Uncertain,12979,10625
R_6EcR8C2vtKSWNvv,Violet,Detractor,6,Neither satisfied nor dissatisfied,Yes,26501,10626
R_5uQt5mFz6h68OSp,Eleanor,Passive,8,Neither satisfied nor dissatisfied,Yes,88340,10627
R_bsdIQma2gauEbCR,Audrey,Passive,8,Slightly satisfied,Yes,32619,10628
R_2rji7jnknMNgw4J,Wyatt,Passive,7,Neither satisfied nor dissatisfied,Uncertain,69700,10629
R_6fyUZVEzsfHWqxf,Carter,Detractor,0,Slightly satisfied,Yes,89160,10630
R_8nXxEoenzRDAJlX,Hannah,Detractor,5,Slightly satisfied,Uncertain,69111,10631
R_6mmQn6bJvpKyF9P,Grayson,Detractor,0,Extremely satisfied,Uncertain,26412,10632
R_2r9COQZF360HpuB,Jaxon,Detractor,2,Slightly satisfied,Yes,82891,10633
R_agS7xx9XmVVU2tT,Bell,Promoter,9,Slightly satisfied,No,19339,10634
R_eFnSHU07ELl83xX,Gabriel,Passive,7,Extremely dissatisfied,Yes,26901,10635
R_6P8PdanPFGs8gbb,David,Promoter,9,Neither satisfied nor dissatisfied,Yes,20926,10636
R_78a6jwgqXYXk1aR,Anthony,Passive,8,Slightly dissatisfied,Yes,55771,10637
R_1zihZUQg4oQzdHL,Wyatt,Promoter,10,Neither satisfied nor dissatisfied,Uncertain,76174,10638
R_cXWx8U7fAR5GdAF,Nora,Detractor,2,Extremely satisfied,No,77618,10639
R_eOOZaEANVFhWGH3,Lily,Detractor,5,Slightly satisfied,Yes,45311,10640
R_3HIOObpt4dvpD5r,Audrey,Passive,8,Extremely dissatisfied,Yes,36424,10641
R_a8LBaJCpHr3k2Hj,Lucy,Detractor,4,Extremely dissatisfied,Uncertain,47976,10642
R_6RIDQst6izRaFxP,Leo,Passive,8,Slightly satisfied,No,87012,10643
R_4ShOoNH5bDC4i8t,Nora,Detractor,4,Neither satisfied nor dissatisfied,Uncertain,92976,10644
R_8dDKhTmEfa0uBwh,Nora,Promoter,10,Neither satisfied nor dissatisfied,Yes,56677,10645
R_42RPkWBn5YmRgA5,Violet,Detractor,0,Slightly satisfied,Yes,78682,10646
R_56C200bi0DSpunP,Stella,Detractor,0,Slightly dissatisfied,No,52249,10647
R_7TCn2pJ3bTnJy05,Christopher,Detractor,1,Extremely dissatisfied,Yes,70254,10648
R_3Pn9bvEz3ZAwt2B,Lillian,Passive,7,Extremely dissatisfied,Uncertain,13984,10649
R_2sGKNG1wPdZXPp3,Lucy,Detractor,1,Slightly dissatisfied,No,85808,10650
R_etUCysyzUcqqrUF,Lincoln,Detractor,6,Slightly satisfied,No,46736,10651
R_80tm1CoixlYrblH,Gabriel,Detractor,6,Extremely dissatisfied,No,14623,10652
R_56jj2VwE8OQZsih,Asher,Detractor,4,Extremely dissatisfied,No,19715,10653
R_dmzE2M4RFw6DijH,Eleanor,Detractor,2,Slightly dissatisfied,Yes,27392,10654
R_2iCtCBuK5ny5DRH,Hazel,Passive,8,Slightly dissatisfied,Uncertain,90307,10655
R_b90280aB9jYD2oR,Victoria,Detractor,2,Slightly satisfied,Uncertain,90359,10656
R_bJAFGv45owtd6ZL,Nora,Passive,8,Slightly dissatisfied,No,94543,10657
R_3OiEHWJmzzIEIqp,Willow,Detractor,5,Slightly dissatisfied,Yes,83348,10658
R_bpYuW3zUmGpD7tX,Christopher,Detractor,3,Neither satisfied nor dissatisfied,No,42969,10659
R_eeQQ2XgHJKyj0H3,Anthony,Passive,8,Slightly dissatisfied,No,61577,10660
R_ahl0LszAAQAw2xL,Levi,Detractor,3,Extremely satisfied,Yes,84670,10661
R_dmbMMtdSv6zERKd,Theodore,Passive,7,Extremely dissatisfied,No,96972,10662
R_86oqG71rtKX4Ds1,Levi,Detractor,5,Extremely dissatisfied,Uncertain,62386,10663
R_bPWy7V7Z5aGhwZn,Ezra,Passive,8,Slightly dissatisfied,Yes,63261,10664
R_2s3dOZWB5uInVRP,Josiah,Detractor,3,Extremely dissatisfied,No,16510,10665
R_cNiWOiBm7Q3rngx,Jaxon,Detractor,4,Slightly satisfied,Yes,91260,10666
R_6Dvn2yHctE74cdf,Victoria,Promoter,10,Neither satisfied nor dissatisfied,Uncertain,11940,10667
R_8kzQXvC08LUjr6d,Lillian,Passive,7,Extremely satisfied,Yes,36586,10668
R_3PKuFEEAuYJZlE9,Grace,Detractor,2,Extremely dissatisfied,Uncertain,19653,10669
R_8G4psBFQzh5snat,Aubrey,Passive,8,Slightly dissatisfied,Uncertain,26732,10670
R_cZMXjzXVbcephsh,Hannah,Passive,8,Slightly satisfied,No,16761,10671
R_abegwsProcc9Srr,Carter,Detractor,1,Extremely dissatisfied,Uncertain,39040,10672
R_6JU2JeiurLmNQuF,Levi,Detractor,6,Slightly satisfied,Yes,40831,10673
R_eLlFoKLf816JuSh,Lillian,Detractor,3,Slightly dissatisfied,Uncertain,64018,10674
R_b8e7vfIiORqIkLz,Isaac,Detractor,1,Extremely dissatisfied,Uncertain,29401,10675
R_6gmA859v7QmuOJn,Carter,Detractor,0,Extremely satisfied,Uncertain,37273,10676
R_0f6UQTdRBuXu94p,Anthony,Passive,7,Extremely dissatisfied,Yes,40108,10677
R_0wHoXCS0Kuzj3Dv,Eleanor,Detractor,2,Neither satisfied nor dissatisfied,Uncertain,56393,10678
R_cvjzRRrcwbdxqh7,Leo,Detractor,0,Extremely satisfied,No,69617,10679
R_aXDQyFpoPyWiPiZ,Ellie,Detractor,3,Neither satisfied nor dissatisfied,Yes,62687,10680
R_ehz07YONelrTmlL,Addison,Detractor,1,Extremely dissatisfied,No,63812,10681
R_b92V85syxg2Dsup,Jayden,Passive,8,Slightly satisfied,No,85352,10682
R_5vtMmJ4hIyOJvPD,Ellie,Detractor,2,Neither satisfied nor dissatisfied,No,36984,10683
R_bKrUGAI5QihTEUJ,David,Detractor,3,Slightly dissatisfied,No,75023,10684
R_5nhDtIZjqrPz7O5,Asher,Detractor,0,Extremely satisfied,Yes,86796,10685
R_bw3RGocMEU0Qz09,Zoe,Detractor,3,Extremely satisfied,No,53208,10686
R_9Ani0SD1xJmNIq1,Eleanor,Detractor,1,Slightly satisfied,Uncertain,25971,10687
R_1XF28mFm0CuhUPz,Willow,Passive,8,Slightly satisfied,Uncertain,15032,10688
R_3jy2ZsTqkn7zWeN,Andrew,Passive,8,Slightly satisfied,No,14115,10689
R_8H3BvsDh3ci2k7z,Leo,Detractor,0,Extremely satisfied,No,30491,10690
R_23LRs4vBO44eNRb,Hudson,Passive,8,Neither satisfied nor dissatisfied,Yes,94159,10691
R_2uihW5fY8YWiCEt,Addison,Detractor,1,Slightly satisfied,Yes,68965,10692
R_eqRBmNHl01HF80d,Josiah,Passive,8,Slightly dissatisfied,Yes,96984,10693
R_aVviki9H7r0NqSx,Andrew,Detractor,3,Slightly dissatisfied,Uncertain,25678,10694
R_26pWxP7evSeIlBH,Willow,Detractor,6,Slightly satisfied,No,73136,10695
R_e9EETM9W2s3jPLL,Anthony,Passive,7,Extremely satisfied,No,40532,10696
R_9tycn8Nl8W521Pn,Christopher,Detractor,2,Slightly satisfied,No,42971,10697
R_eUKo18I4Oojkij3,Nora,Promoter,9,Extremely dissatisfied,No,56520,10698
R_1U1KrAD6yJFLbjT,Dylan,Detractor,5,Neither satisfied nor dissatisfied,No,42363,10699
R_0MJkIF0MRpCVMXP,Thomas,Passive,8,Slightly dissatisfied,Uncertain,34421,10700
R_cTKw76NNRhdASAl,Aubrey,Detractor,5,Extremely satisfied,Uncertain,47869,10701
R_1IcFAH947nez7BX,Addison,Detractor,6,Slightly satisfied,Yes,84216,10702
R_9og9BSMrbct4RE1,Victoria,Detractor,4,Neither satisfied nor dissatisfied,Yes,42172,10703
R_018uJIn6tWj7dnT,Madison,Passive,8,Extremely satisfied,Uncertain,57543,10704
R_4HNR2niX2pOh8CF,Eleanor,Detractor,0,Slightly dissatisfied,Yes,82972,10705
R_6JR8JdkDxOxU0FT,Emilia,Promoter,9,Slightly satisfied,Uncertain,88748,10706
R_0OfAElJLmIUSMZv,Madison,Detractor,6,Extremely satisfied,No,89594,10707
R_41nxlWlcwz4ODFr,Riley,Promoter,10,Slightly satisfied,Yes,98172,10708
R_eeULBh2wL8CRwwZ,Wyatt,Detractor,6,Extremely dissatisfied,Uncertain,63939,10709
R_4Ux3QmdHNu2nzBb,Hudson,Promoter,10,Extremely satisfied,No,65832,10710
R_3TNSDFVuMj4EuMZ,Ezra,Detractor,5,Slightly satisfied,Uncertain,40647,10711
R_bpSsyN6hcSaOUCh,Willow,Detractor,0,Extremely dissatisfied,Uncertain,33393,10712
R_dhBNdvfLXz1XMJT,Zoey,Passive,8,Extremely satisfied,Yes,80178,10713
R_37SYmFbwtnkGaDb,Thomas,Passive,7,Slightly satisfied,Yes,83777,10714
R_a4wAptN6SDjzpEF,Aurora,Detractor,0,Extremely satisfied,No,32248,10715
R_cvaLmhQaZvsoycB,Leah,Detractor,0,Extremely satisfied,Yes,84030,10716
R_3rPgtsBYIZVrcjj,Wyatt,Detractor,1,Slightly satisfied,Uncertain,92246,10717
R_2b2HquFSarccxVz,Jayden,Promoter,10,Extremely satisfied,Uncertain,60621,10718
R_9BO1tAB6j0qS1dr,Addison,Detractor,1,Extremely satisfied,Uncertain,66133,10719
R_79RvzIobPNd6XlP,Stella,Detractor,5,Extremely dissatisfied,Yes,62584,10720
R_6rsP4PTMDDuVdZ3,Luke,Detractor,2,Slightly satisfied,No,37654,10721
R_5pavraZabrEilyl,Mateo,Detractor,6,Neither satisfied nor dissatisfied,Uncertain,57202,10722
R_9FxzOEKccmLI4kZ,Christopher,Detractor,0,Neither satisfied nor dissatisfied,Yes,45323,10723
R_cG7eQsNSclfJZFH,Violet,Detractor,0,Slightly dissatisfied,No,86604,10724
R_aWNeQk1RjDU1cEZ,Grace,Detractor,2,Extremely satisfied,Yes,36633,10725
R_3seF1uVWAww1cjP,Julian,Detractor,6,Slightly satisfied,Uncertain,26117,10726
R_aW4cFUyiQ6GORIF,Jaxon,Detractor,4,Extremely satisfied,Uncertain,78604,10727
R_babP4DSjAqXuQBL,Grace,Detractor,5,Slightly dissatisfied,Uncertain,44707,10728
R_bCQEp9jLnYGaSxf,Ellie,Promoter,9,Extremely satisfied,Uncertain,75548,10729
R_0Aqy8RyA4eRKWsB,Aubrey,Detractor,0,Slightly satisfied,Uncertain,85740,10730
R_8p2MjvAbbAED33D,Natalie,Passive,7,Extremely satisfied,No,16300,10731
R_6zljrGtzsaIsO4l,Carter,Detractor,5,Slightly satisfied,Uncertain,65297,10732
R_2oCEucozMQuyrrL,Levi,Detractor,0,Extremely satisfied,Yes,77146,10733
R_25jFL55LJ86hJrv,Addison,Detractor,1,Slightly dissatisfied,No,25287,10734
R_2952sQ7Cbl18Vtr,Aubrey,Detractor,5,Extremely satisfied,No,54941,10735
R_3Pr5ppBEt7X1nDv,Victoria,Promoter,9,Slightly satisfied,No,49565,10736
R_6G9uuGs373B096J,Jayden,Detractor,1,Neither satisfied nor dissatisfied,Yes,47331,10737
R_bKj75F59z77NDRX,Bell,Promoter,9,Extremely satisfied,Yes,92087,10738
R_6mv9l0G0bQ0i6Sp,Hannah,Passive,7,Extremely dissatisfied,Yes,63079,10739
R_8c4e1ImbAXgdTdX,Ezra,Detractor,3,Neither satisfied nor dissatisfied,Uncertain,65194,10740
R_1BWfS7W8GkSFqLj,Anthony,Detractor,3,Neither satisfied nor dissatisfied,No,41140,10741
R_bHDwid5hPlWrYUd,Carter,Detractor,1,Neither satisfied nor dissatisfied,Uncertain,39852,10742
R_efCRRiL3LAV93Zr,Hudson,Detractor,4,Neither satisfied nor dissatisfied,No,65453,10743
R_41qPWfXety4RRiJ,Nora,Detractor,4,Extremely satisfied,No,34273,10744
R_8kKzfFD2HHU0bRj,Grayson,Detractor,4,Extremely satisfied,No,88623,10745
R_6QKaFDSzi7eX5E9,John,Detractor,4,Extremely satisfied,Yes,75862,10746
R_bOUmYB7LhwIpS5L,Anthony,Detractor,0,Slightly dissatisfied,Yes,27123,10747
R_43mSdDxk48RhnIF,Zoey,Detractor,3,Neither satisfied nor dissatisfied,No,65368,10748
R_2aBtjsVS5r0h4PP,Eleanor,Detractor,5,Neither satisfied nor dissatisfied,No,91483,10749
R_dhAIn8VPXsO0VSt,Nora,Detractor,4,Extremely dissatisfied,Yes,62739,10750
R_4NmhfM2UAPGLfsF,Audrey,Detractor,1,Slightly satisfied,Yes,84491,10751
R_7afH0NIe1AAQfGJ,Grayson,Detractor,1,Neither satisfied nor dissatisfied,Uncertain,13981,10752
R_4NNUq4zkXahcOkB,Everly,Detractor,0,Slightly dissatisfied,No,10839,10753
R_9MM1D369j1IUFpz,Joshua,Promoter,9,Neither satisfied nor dissatisfied,Uncertain,83004,10754
R_8IyU99Y5A7WHcwt,Natalie,Detractor,2,Extremely dissatisfied,Uncertain,60998,10755
R_8B2Cp0GRsVjvxbL,Isaac,Detractor,6,Slightly dissatisfied,Uncertain,32977,10756
R_9AAJopGNWUumIxn,Hazel,Detractor,6,Extremely satisfied,No,24384,10757
R_eDpKkeW1QKx8SmV,Wyatt,Detractor,2,Neither satisfied nor dissatisfied,Uncertain,91387,10758
R_egFfzlWS5mnW4UR,Gabriel,Detractor,2,Extremely satisfied,No,82101,10759
R_1Ty7wDhgfVfjKu1,Christopher,Detractor,3,Extremely dissatisfied,No,83857,10760
R_022fjuW8DK4s1aB,Jaxon,Promoter,10,Slightly satisfied,No,93522,10761
R_50W0Nttk5V5SPTn,Everly,Detractor,1,Neither satisfied nor dissatisfied,Yes,59981,10762
R_9tnLnQjyua62hSd,Emilia,Promoter,9,Slightly satisfied,Yes,94821,10763
R_9N1XWj1tFxqqrgV,Madison,Promoter,9,Neither satisfied nor dissatisfied,Uncertain,83937,10764
R_005St1VXdtMhDYV,Leo,Promoter,9,Extremely dissatisfied,Uncertain,76821,10765
R_9LZ7AoDHTxHKu8J,Luke,Promoter,9,Slightly dissatisfied,Yes,84456,10766
R_7R05RPEn9rj802F,Lucy,Detractor,2,Slightly dissatisfied,Yes,91408,10767
R_3vLHTMmp3GZlAtT,Audrey,Detractor,4,Extremely dissatisfied,No,28848,10768
R_51DUSOUAcWx6GYB,Asher,Detractor,1,Extremely satisfied,Yes,60521,10769
R_42eH7m4shOJD2Xb,Emilia,Detractor,2,Slightly satisfied,Yes,65140,10770
R_2tKetj6sV76yuwd,Riley,Promoter,10,Slightly dissatisfied,Yes,44786,10771
R_efcCgNRnONqDthr,Zoe,Passive,7,Extremely dissatisfied,No,51892,10772
R_d6Zi3l1O54cVuw5,Madison,Detractor,4,Slightly satisfied,Yes,93749,10773
R_1R2Jq9lH60wDD2l,Aubrey,Detractor,2,Slightly dissatisfied,Uncertain,76754,10774
R_ewFdZUyhW3k7dpb,Ezra,Detractor,2,Neither satisfied nor dissatisfied,No,55825,10775
R_0vLp07EaZ9uVqXb,Lily,Promoter,10,Slightly dissatisfied,Uncertain,98764,10776
R_2mYhhflRZxlqAhD,Joshua,Passive,7,Extremely satisfied,Uncertain,96626,10777
R_3W2UHe7oWwS9ZuB,Hazel,Detractor,0,Slightly dissatisfied,Yes,48953,10778
R_7Pw34cULuR0s7T7,Riley,Detractor,6,Neither satisfied nor dissatisfied,Yes,75591,10779
R_cXQMcSWLsicN71z,Lily,Detractor,0,Slightly dissatisfied,No,83776,10780
R_4T5YsPGbyV7FOFT,Ezra,Passive,7,Extremely satisfied,Yes,78137,10781
R_9nyfqR7wpsjNfdH,Mateo,Detractor,4,Slightly satisfied,Yes,66186,10782
R_832G4DUFaG8JNXf,Willow,Promoter,10,Slightly satisfied,No,52733,10783
R_bsysnDWpsWVVhvD,Hudson,Detractor,2,Extremely dissatisfied,No,64223,10784
R_5arbnXazpQ6209T,Mateo,Detractor,3,Extremely dissatisfied,Yes,32242,10785
R_eqHn1iEpDIUQrg9,Lincoln,Detractor,4,Extremely satisfied,No,88798,10786
R_5h8c7Fw3jUSLxGt,Eleanor,Promoter,9,Extremely satisfied,No,14503,10787
R_7X97EAAupF50Zzn,Mateo,Detractor,0,Slightly satisfied,Yes,41250,10788
R_efyKFwsseX3KinX,Lily,Detractor,0,Extremely dissatisfied,Yes,76168,10789
R_eFMyJWqL7OCU15r,Dylan,Detractor,6,Extremely satisfied,No,54872,10790
R_9zwlCTJ3kO6iK8Z,Riley,Detractor,6,Slightly satisfied,No,91609,10791
R_4H3bnR1RM1POA9T,Lily,Passive,8,Slightly satisfied,Uncertain,43209,10792
R_4PAQPveFeTaVJ5j,Mateo,Detractor,2,Extremely dissatisfied,No,91221,10793
R_2uaAOkUNcGbbRiJ,Zoe,Detractor,6,Slightly satisfied,No,38311,10794
R_1GFxQj50cUB20Ml,Riley,Detractor,6,Neither satisfied nor dissatisfied,No,90862,10795
R_9uh8MLSsxkE5HxP,Ezra,Detractor,1,Slightly satisfied,Uncertain,96943,10796
R_6PBPVOIYBBXJDmt,David,Detractor,0,Extremely dissatisfied,No,44170,10797
R_7TBclDac5CsFs2h,Jaxon,Detractor,3,Neither satisfied nor dissatisfied,Yes,45016,10798
R_8vHRYO07AO9pBm5,Riley,Passive,8,Slightly dissatisfied,No,83393,10799
R_bgcjKmyzpr0L14h,Andrew,Detractor,2,Slightly satisfied,Yes,86185,10800
R_8eM3AGWmtnbUMN7,Jayden,Detractor,1,Extremely dissatisfied,No,57156,10801
R_5A5pAgqoxMdpNg9,Andrew,Detractor,4,Slightly satisfied,Yes,29639,10802
R_e9FqRq4Kc5HG6FL,Addison,Detractor,2,Extremely satisfied,No,79958,10803
R_2hEnW495gNy6wFT,John,Detractor,3,Slightly dissatisfied,Uncertain,30740,10804
R_2bDB2PsfPQGPILr,Mateo,Promoter,10,Extremely dissatisfied,Uncertain,45128,10805
R_8pEtsm8xDZgNgaN,Christopher,Passive,8,Extremely satisfied,No,38573,10806
R_9uwz72vtHUoW8kd,Willow,Detractor,4,Extremely satisfied,Yes,86783,10807
R_ezXqa4pS8C272Ad,Andrew,Detractor,6,Neither satisfied nor dissatisfied,Yes,63655,10808
R_72vh9OPUXQ3zlOJ,Ellie,Passive,7,Neither satisfied nor dissatisfied,No,63192,10809
R_bIywb3cER58LMeF,Audrey,Detractor,5,Slightly satisfied,No,67548,10810
R_25prNLnh76Jogtv,Leo,Detractor,2,Extremely satisfied,Yes,92035,10811
R_b1kBWdMn8FCribr,Leo,Detractor,6,Extremely satisfied,No,92111,10812
R_9YqseQxG20p26AB,Grayson,Detractor,5,Slightly dissatisfied,Uncertain,35594,10813
R_d6zWB9mO498iiwt,Christopher,Detractor,4,Extremely dissatisfied,Yes,45036,10814
R_eLJDLDcLRq0ET7D,Christopher,Detractor,0,Neither satisfied nor dissatisfied,Uncertain,59199,10815
R_037piBboGMUr6vP,Grace,Detractor,2,Slightly satisfied,No,62071,10816
R_1AkvpibgnJ58mmp,Joshua,Detractor,4,Neither satisfied nor dissatisfied,No,69763,10817
R_0r2rqzUHiBquSBn,Grace,Promoter,9,Extremely dissatisfied,No,40486,10818
R_4THAyGrmvq3reg5,Everly,Promoter,10,Extremely satisfied,No,77354,10819
R_40BFM4F5CxzeeBD,Riley,Detractor,6,Extremely satisfied,Uncertain,70158,10820
R_3OhJecBPDrPLoFf,Lillian,Detractor,0,Slightly satisfied,No,21566,10821
R_0vslvaqVsc3UfOJ,David,Detractor,2,Slightly satisfied,Yes,71312,10822
R_diK8VBwxMA5BPFj,Ezra,Detractor,6,Extremely dissatisfied,Yes,47484,10823
R_4Sg7uPuP6Gx9SPX,Ezra,Detractor,6,Extremely dissatisfied,No,57682,10824
R_23QnsxHgy30SCsB,Gabriel,Promoter,9,Extremely dissatisfied,Uncertain,40181,10825
R_86VR0VUS9IUBGtL,Grayson,Detractor,6,Neither satisfied nor dissatisfied,Uncertain,18946,10826
R_1ApsnBmPxWy3GnP,Lillian,Detractor,1,Slightly dissatisfied,Uncertain,59996,10827
R_5nIC56tmFUyw9CZ,Grace,Detractor,5,Neither satisfied nor dissatisfied,Yes,50382,10828
R_bIPOiJMKy8Z3br7,Willow,Promoter,10,Extremely dissatisfied,Yes,25641,10829
R_esNrwGk7OxRY7v7,Victoria,Detractor,3,Slightly dissatisfied,Uncertain,22919,10830
R_8iU6XJwuhtvpRul,Dylan,Detractor,1,Extremely satisfied,Uncertain,18243,10831
R_b7P3GdCTIf8Fi3r,Willow,Promoter,9,Slightly dissatisfied,Uncertain,74654,10832
R_5AvKmYdwXKgywHr,Willow,Detractor,2,Extremely dissatisfied,No,88610,10833
