When was the date of your most recent flight?,Progress,Duration (in seconds),Finished,Response ID,Where was your originating airport?,Where was your destination airport?,"Overall, were you satisfied with the pre flight experience at your originating airport?","Overall, were you satisfied with the pre flight experience at your destination airport?",Did your flight leave on time?,Did you find the seats comfortable?,Are you currently one of our rewards members?,Please enter your rewards number,Were the seats comfortable?,What type of travel were you doing?,What gender do you identify as?,What is your age?
11/08/2021 00:00:00,100,0,True,R_bBde9M4P1CSH3Rb,Saint Louis,Chicago,Satisfied,Satisfied,Probably not,Definitely yes,No,15809,Extremely comfortable,Personal,Female,39
22/11/2021 00:00:00,100,0,True,R_0wY0tJYC9FqFXDv,Orlando,Seattle,Unsatisfied,Unsatisfied,Might or might not,Probably yes,No,44131,Slightly comfortable,Business,Male,49
25/07/2021 00:00:00,100,0,True,R_eJ5pJWoswHEbZtP,Los Angeles,Saint Louis,Satisfied,Satisfied,Probably not,Definitely not,Yes,48266,Slightly comfortable,Business,Male,19
09/08/2021 00:00:00,100,0,True,R_8dm5lGtK5sRGQXr,New York,Orlando,Unsatisfied,Unsatisfied,Probably yes,Might or might not,No,74960,Slightly comfortable,Business,Prefer not to say,24
21/03/2021 00:00:00,100,0,True,R_0oErQEVdAbmHDpz,Seattle,Dallas,Unsatisfied,Satisfied,Definitely yes,Definitely yes,Yes,45861,Extremely uncomfortable,Business,Female,27
21/11/2021 00:00:00,100,0,True,R_ehq0ZhA41x2S9dr,Orlando,Seattle,Unsatisfied,Satisfied,Might or might not,Probably yes,No,48054,Slightly uncomfortable,Personal,Prefer not to say,35
04/05/2021 00:00:00,100,0,True,R_9tdRHQii4UFzR6R,Chicago,Seattle,Satisfied,Unsatisfied,Definitely yes,Definitely not,No,15725,Moderately comfortable,Business,Female,29
19/11/2021 00:00:00,100,0,True,R_cvEZQh8Xvzq0byd,Dallas,Chicago,Unsatisfied,Unsatisfied,Probably not,Definitely not,Yes,33612,Extremely comfortable,Personal,Non-binary / third gender,43
05/05/2021 00:00:00,100,0,True,R_bw10MJRfioeO1nf,Saint Louis,Saint Louis,Satisfied,Unsatisfied,Probably yes,Definitely not,Yes,75481,Extremely comfortable,Personal,Prefer not to say,44
14/02/2021 00:00:00,100,0,True,R_0qXM5Zg3i0wgkh7,Chicago,Denver,Unsatisfied,Satisfied,Probably yes,Probably not,Yes,80861,Neither comfortable nor uncomfortable,Personal,Prefer not to say,27
29/04/2021 00:00:00,100,0,True,R_0ulIrv2qLmz0VAF,Seattle,Seattle,Unsatisfied,Satisfied,Might or might not,Definitely yes,Yes,61730,Extremely comfortable,Business,Female,27
26/03/2021 00:00:00,100,0,True,R_9GIu4JUkzweHI45,Denver,Seattle,Unsatisfied,Unsatisfied,Definitely yes,Definitely not,No,47708,Slightly comfortable,Business,Female,20
30/12/2021 00:00:00,100,0,True,R_da1XcqShitg5CWp,Seattle,New York,Unsatisfied,Unsatisfied,Probably not,Probably not,No,78281,Moderately comfortable,Business,Male,25
08/03/2021 00:00:00,100,0,True,R_3eMlsRGfjUXfvsV,Dallas,Denver,Unsatisfied,Satisfied,Probably not,Might or might not,Yes,27411,Moderately uncomfortable,Business,Non-binary / third gender,36
31/07/2021 00:00:00,100,0,True,R_40yp2Y2aa16hia9,Dallas,Los Angeles,Satisfied,Unsatisfied,Probably yes,Definitely yes,No,27083,Extremely comfortable,Personal,Female,37
28/04/2021 00:00:00,100,0,True,R_3DfY8AcBrcjsItL,Seattle,Dallas,Unsatisfied,Unsatisfied,Probably not,Probably not,No,13169,Extremely uncomfortable,Business,Male,42
24/06/2021 00:00:00,100,0,True,R_bsyyl7Fgq8S0IGV,New York,Dallas,Satisfied,Satisfied,Probably yes,Definitely not,Yes,30450,Extremely uncomfortable,Business,Male,36
12/12/2021 00:00:00,100,0,True,R_4PIhjNIixNfLYH3,Denver,Chicago,Unsatisfied,Unsatisfied,Probably yes,Probably yes,Yes,34109,Extremely uncomfortable,Business,Prefer not to say,51
18/07/2021 00:00:00,100,0,True,R_a4WssrtC6pp9GUl,Chicago,New York,Unsatisfied,Unsatisfied,Probably yes,Probably yes,No,59720,Slightly uncomfortable,Personal,Male,49
25/10/2021 00:00:00,100,0,True,R_3WP7K2pMRp7VN9X,New York,New York,Satisfied,Satisfied,Might or might not,Definitely not,No,84741,Slightly uncomfortable,Personal,Prefer not to say,27
30/09/2021 00:00:00,100,0,True,R_2c0CfHJ6Xx8At6d,Dallas,Denver,Unsatisfied,Satisfied,Definitely yes,Definitely not,No,65244,Extremely uncomfortable,Business,Non-binary / third gender,31
16/11/2021 00:00:00,100,1,True,R_20jbgn3WRlP2LTD,New York,Chicago,Satisfied,Unsatisfied,Definitely yes,Definitely yes,Yes,98638,Extremely comfortable,Personal,Female,51
30/01/2021 00:00:00,100,0,True,R_aawg2U65m74nsEJ,Seattle,Orlando,Unsatisfied,Unsatisfied,Probably yes,Probably yes,Yes,20338,Moderately uncomfortable,Business,Prefer not to say,39
09/09/2021 00:00:00,100,0,True,R_3CwMHYRXVzBABQV,New York,Chicago,Satisfied,Satisfied,Definitely not,Might or might not,No,46717,Moderately uncomfortable,Personal,Male,
10/05/2021 00:00:00,100,0,True,R_cImVQKtEf0oLBU9,Denver,Denver,Unsatisfied,Satisfied,Might or might not,Probably not,Yes,21470,Moderately uncomfortable,Business,Prefer not to say,45
13/01/2021 00:00:00,100,0,True,R_a9qVuxaABkgvNml,Seattle,Chicago,Satisfied,Unsatisfied,Definitely not,Definitely not,Yes,87481,Moderately comfortable,Business,Non-binary / third gender,33
17/10/2021 00:00:00,100,0,True,R_bOAf6VXoiuyZYRT,New York,New York,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,Yes,60044,Neither comfortable nor uncomfortable,Business,Male,51
07/10/2021 00:00:00,100,0,True,R_8BpZh1VbMwXixAp,Chicago,Chicago,Satisfied,Unsatisfied,Definitely not,Definitely not,Yes,65627,Slightly comfortable,Business,Female,40
17/05/2021 00:00:00,100,0,True,R_1GKG9Rh9qChr6L3,Denver,Saint Louis,Unsatisfied,Unsatisfied,Definitely yes,Definitely yes,Yes,22319,Slightly uncomfortable,Personal,Male,54
02/05/2021 00:00:00,100,0,True,R_6fDFS3yq7rQIke1,New York,New York,Unsatisfied,Satisfied,Definitely yes,Definitely yes,No,17929,Slightly comfortable,Personal,Female,46
31/05/2021 00:00:00,100,0,True,R_bO3s8NB6WOOdvet,Orlando,Saint Louis,Satisfied,Satisfied,Probably not,Might or might not,Yes,14490,Extremely uncomfortable,Personal,Non-binary / third gender,21
18/09/2021 00:00:00,100,0,True,R_8kXiJC3RL2pH1bf,Los Angeles,Saint Louis,Unsatisfied,Unsatisfied,Definitely yes,Might or might not,No,31300,Extremely comfortable,Personal,Non-binary / third gender,
24/11/2021 00:00:00,100,0,True,R_37XeObvwvwc2gdv,Seattle,Saint Louis,Satisfied,Satisfied,Probably not,Probably not,Yes,21730,Moderately uncomfortable,Personal,Non-binary / third gender,38
27/05/2021 00:00:00,100,0,True,R_bBAIGvmVFB6mi7H,Denver,Dallas,Unsatisfied,Satisfied,Definitely yes,Probably not,No,20509,Extremely uncomfortable,Personal,Male,29
11/08/2021 00:00:00,100,0,True,R_7UTCKiNXZFAuFql,New York,Dallas,Satisfied,Satisfied,Probably not,Definitely yes,No,48601,Extremely comfortable,Business,Male,48
21/06/2021 00:00:00,100,0,True,R_5akyfCcRjU2CGxv,Chicago,Chicago,Satisfied,Unsatisfied,Probably not,Definitely yes,Yes,87585,Slightly comfortable,Business,Male,34
21/06/2021 00:00:00,100,1,True,R_2cyys58C6Ud7R09,Chicago,Seattle,Satisfied,Unsatisfied,Probably yes,Definitely not,Yes,88948,Extremely comfortable,Personal,Non-binary / third gender,52
21/06/2021 00:00:00,100,0,True,R_bqnslq24CneA9CZ,Denver,Denver,Satisfied,Unsatisfied,Probably yes,Probably yes,Yes,31570,Moderately comfortable,Personal,Non-binary / third gender,45
26/03/2021 00:00:00,100,0,True,R_0pqyJpZSWXLCl37,Denver,Seattle,Unsatisfied,Unsatisfied,Probably yes,Might or might not,Yes,83348,Slightly uncomfortable,Business,Non-binary / third gender,29
20/11/2021 00:00:00,100,0,True,R_4MdQOeFA1qX8nFX,Dallas,Saint Louis,Satisfied,Unsatisfied,Definitely yes,Probably yes,No,42969,Slightly uncomfortable,Personal,Prefer not to say,28
03/01/2021 00:00:00,100,0,True,R_1HYXPaUH8XJ7a0l,Chicago,Denver,Satisfied,Unsatisfied,Definitely yes,Probably yes,Yes,61577,Moderately comfortable,Business,Female,54
17/12/2021 00:00:00,100,0,True,R_1MJ02SOyro4KPvn,Dallas,New York,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,84670,Slightly uncomfortable,Business,Female,27
11/10/2021 00:00:00,100,0,True,R_5orpdnYQtUUYgAt,Chicago,Denver,Unsatisfied,Satisfied,Probably not,Definitely not,Yes,96972,Slightly comfortable,Business,Male,32
04/11/2021 00:00:00,100,0,True,R_d6eJjaa5KWzR3rn,Los Angeles,Chicago,Satisfied,Unsatisfied,Probably yes,Definitely yes,No,62386,Moderately comfortable,Business,Female,36
24/05/2021 00:00:00,100,0,True,R_8CuVjf0YwjQIeSF,Dallas,Saint Louis,Unsatisfied,Unsatisfied,Probably not,Definitely not,No,63261,Extremely comfortable,Personal,Female,31
17/12/2021 00:00:00,100,0,True,R_6mwY3sKGIeDkQW9,Saint Louis,New York,Unsatisfied,Satisfied,Probably yes,Probably yes,Yes,16510,Slightly comfortable,Personal,Male,33
21/04/2021 00:00:00,100,0,True,R_diFEmwBPJB1XNEF,Chicago,Dallas,Satisfied,Satisfied,Definitely not,Might or might not,Yes,91260,Moderately comfortable,Personal,Non-binary / third gender,24
28/09/2021 00:00:00,100,0,True,R_0oHCgqhhkojbrBX,Saint Louis,Seattle,Unsatisfied,Unsatisfied,Definitely yes,Probably yes,No,11940,Neither comfortable nor uncomfortable,Business,Prefer not to say,33
24/11/2021 00:00:00,100,0,True,R_ddwq25mH2oaPJtP,Seattle,New York,Satisfied,Unsatisfied,Probably not,Definitely yes,No,36586,Moderately comfortable,Business,Male,51
17/02/2021 00:00:00,100,0,True,R_eQGqCXRvmx7EqPz,Chicago,Orlando,Satisfied,Unsatisfied,Probably yes,Probably not,No,19653,Extremely comfortable,Personal,Female,31
30/08/2021 00:00:00,100,0,True,R_d0dpf9sThENoT4h,Denver,Dallas,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,26732,Slightly uncomfortable,Business,Prefer not to say,47
15/11/2021 00:00:00,100,0,True,R_41sAIuNCe5fu1kV,Chicago,Denver,Satisfied,Satisfied,Definitely not,Might or might not,Yes,16761,Slightly uncomfortable,Business,Female,34
08/08/2021 00:00:00,100,0,True,R_3UvVIys11nFYLvD,Orlando,Seattle,Unsatisfied,Unsatisfied,Probably yes,Probably not,No,39040,Extremely comfortable,Personal,Non-binary / third gender,39
31/01/2021 00:00:00,100,0,True,R_eE4ZR3twkZlVraR,Denver,Los Angeles,Satisfied,Unsatisfied,Definitely not,Probably not,No,40831,Moderately comfortable,Business,Female,49
27/12/2021 00:00:00,100,0,True,R_09exsSivCTTqMyV,Chicago,Chicago,Unsatisfied,Unsatisfied,Probably not,Definitely not,No,64018,Slightly comfortable,Personal,Female,45
14/11/2021 00:00:00,100,0,True,R_9Fj1RqFIUjfwPrf,Seattle,Orlando,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,No,29401,Neither comfortable nor uncomfortable,Business,Non-binary / third gender,21
04/07/2021 00:00:00,100,0,True,R_8ksIPykQGE1QK9v,Dallas,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,37273,Extremely uncomfortable,Business,Male,39
22/05/2021 00:00:00,100,0,True,R_5pPYlQMZL9VA8hD,Saint Louis,Denver,Unsatisfied,Unsatisfied,Might or might not,Definitely yes,No,40108,Neither comfortable nor uncomfortable,Personal,Prefer not to say,26
21/11/2021 00:00:00,100,0,True,R_9oSnGee1QtTgSGx,Denver,Denver,Satisfied,Unsatisfied,Definitely yes,Probably yes,No,56393,Moderately comfortable,Business,Prefer not to say,27
17/08/2021 00:00:00,100,0,True,R_bHLQGbxnlxIk0hn,Denver,Chicago,Unsatisfied,Satisfied,Probably yes,Probably not,Yes,69617,Extremely uncomfortable,Personal,Non-binary / third gender,53
25/07/2021 00:00:00,100,0,True,R_6zLEbIm6mfVVd1r,Orlando,Chicago,Unsatisfied,Satisfied,Definitely yes,Probably not,No,62687,Neither comfortable nor uncomfortable,Personal,Female,49
22/08/2021 00:00:00,100,0,True,R_2bDVeYfynhRa94V,Orlando,Saint Louis,Unsatisfied,Satisfied,Probably yes,Might or might not,No,63812,Extremely uncomfortable,Business,Male,32
25/09/2021 00:00:00,100,0,True,R_0AK2rismlHKojaZ,New York,Denver,Unsatisfied,Unsatisfied,Probably yes,Probably yes,Yes,85352,Extremely uncomfortable,Business,Non-binary / third gender,53
17/01/2021 00:00:00,100,0,True,R_5C1w1HWp6XrCcYt,Denver,Denver,Unsatisfied,Unsatisfied,Probably yes,Definitely not,No,36984,Neither comfortable nor uncomfortable,Business,Prefer not to say,33
29/03/2021 00:00:00,100,0,True,R_4U5rGrE8OnO6RHD,Orlando,Saint Louis,Unsatisfied,Satisfied,Definitely yes,Definitely not,No,75023,Moderately comfortable,Business,Prefer not to say,21
28/09/2021 00:00:00,100,0,True,R_9tPyZq1JXQ0lSct,Chicago,New York,Unsatisfied,Satisfied,Definitely yes,Might or might not,Yes,86796,Moderately comfortable,Business,Female,
09/01/2021 00:00:00,100,0,True,R_cTHAxT2kV5Kcgzr,Dallas,Dallas,Unsatisfied,Unsatisfied,Probably not,Might or might not,Yes,53208,Slightly uncomfortable,Personal,Male,26
11/06/2021 00:00:00,100,0,True,R_4SJI3HmWihKGWcR,New York,Denver,Satisfied,Satisfied,Probably yes,Probably yes,Yes,25971,Slightly uncomfortable,Personal,Non-binary / third gender,18
01/09/2021 00:00:00,100,0,True,R_8pjZK4tUZdQGzsh,New York,Chicago,Unsatisfied,Unsatisfied,Probably not,Probably not,Yes,15032,Extremely comfortable,Personal,Prefer not to say,40
06/03/2021 00:00:00,100,0,True,R_eRlBlFvGDnWcRkF,Denver,Los Angeles,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,14115,Slightly comfortable,Business,Female,21
08/08/2021 00:00:00,100,0,True,R_e5rKxObcLyPWoId,Chicago,Dallas,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,30491,Neither comfortable nor uncomfortable,Business,Male,30
01/06/2021 00:00:00,100,0,True,R_0BdkJWBLmuAv71j,Dallas,New York,Satisfied,Satisfied,Probably not,Definitely not,No,94159,Extremely comfortable,Business,Non-binary / third gender,29
07/06/2021 00:00:00,100,0,True,R_dm4CvrDq4C31MZ7,Orlando,Orlando,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,68965,Extremely uncomfortable,Personal,Prefer not to say,39
09/01/2021 00:00:00,100,0,True,R_9nIseG1DPD4XZpH,Dallas,Chicago,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,96984,Moderately comfortable,Personal,Prefer not to say,18
02/09/2021 00:00:00,100,0,True,R_9KVH4cHe70lzW4t,Orlando,Saint Louis,Unsatisfied,Satisfied,Definitely yes,Probably yes,No,25678,Extremely uncomfortable,Business,Prefer not to say,43
12/07/2021 00:00:00,100,0,True,R_beCMMLgXC4FYu9v,Denver,Denver,Unsatisfied,Unsatisfied,Probably not,Definitely not,No,73136,Moderately uncomfortable,Business,Prefer not to say,37
04/04/2021 00:00:00,100,0,True,R_3wKb74FgndXMcLj,Los Angeles,Denver,Satisfied,Unsatisfied,Probably not,Probably not,Yes,40532,Moderately uncomfortable,Personal,Prefer not to say,
18/09/2021 00:00:00,100,0,True,R_42h9sI8gW6rBbPD,Orlando,Saint Louis,Satisfied,Satisfied,Might or might not,Probably yes,No,42971,Neither comfortable nor uncomfortable,Personal,Female,37
09/02/2021 00:00:00,100,0,True,R_1SQtDCFKMsj2wQZ,Chicago,Los Angeles,Unsatisfied,Satisfied,Probably not,Definitely yes,No,56520,Moderately comfortable,Business,Prefer not to say,21
04/04/2021 00:00:00,100,0,True,R_bJkF5PPjm4P5N2J,Saint Louis,Seattle,Unsatisfied,Satisfied,Probably not,Probably yes,No,42363,Moderately uncomfortable,Personal,Female,38
26/03/2021 00:00:00,100,0,True,R_ahswXQDcWcRyYw5,Los Angeles,Los Angeles,Unsatisfied,Unsatisfied,Probably not,Might or might not,No,34421,Slightly uncomfortable,Business,Female,50
19/11/2021 00:00:00,100,0,True,R_0rN4V1Cy25c1CnP,Dallas,Dallas,Satisfied,Satisfied,Definitely not,Probably not,Yes,47869,Extremely uncomfortable,Personal,Non-binary / third gender,48
10/08/2021 00:00:00,100,0,True,R_0BSDYceEKIrykgB,Dallas,Orlando,Unsatisfied,Unsatisfied,Probably yes,Might or might not,No,84216,Neither comfortable nor uncomfortable,Personal,Male,23
29/03/2021 00:00:00,100,0,True,R_0etAzNmxMEiVGuN,Orlando,Seattle,Unsatisfied,Unsatisfied,Probably yes,Probably yes,Yes,42172,Slightly uncomfortable,Personal,Non-binary / third gender,23
15/06/2021 00:00:00,100,0,True,R_ePzVSmkjQE5EwAJ,Chicago,Denver,Unsatisfied,Unsatisfied,Definitely not,Probably yes,No,57543,Slightly comfortable,Business,Female,27
08/10/2021 00:00:00,100,0,True,R_4ShQhE8DOTKDBaJ,New York,Denver,Unsatisfied,Unsatisfied,Definitely not,Might or might not,Yes,82972,Extremely uncomfortable,Business,Non-binary / third gender,21
11/07/2021 00:00:00,100,0,True,R_a5z4Hcq7Aw74NKZ,New York,Denver,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,88748,Moderately comfortable,Personal,Non-binary / third gender,40
29/07/2021 00:00:00,100,0,True,R_417qYr1ioXCHQep,Seattle,Denver,Unsatisfied,Unsatisfied,Definitely yes,Probably yes,Yes,76886,Moderately comfortable,Business,Non-binary / third gender,42
07/04/2021 00:00:00,100,0,True,R_abmpkSbeM5FXc6V,Saint Louis,Orlando,Unsatisfied,Unsatisfied,Might or might not,Probably yes,Yes,38869,Extremely uncomfortable,Personal,Non-binary / third gender,23
26/10/2021 00:00:00,100,0,True,R_1OdFSxRZAkGxpwV,Los Angeles,Orlando,Unsatisfied,Satisfied,Might or might not,Probably yes,No,89572,Slightly uncomfortable,Business,Male,45
31/10/2021 00:00:00,100,0,True,R_bk1xEaTXy1iJ21n,Seattle,Chicago,Unsatisfied,Satisfied,Probably yes,Might or might not,No,95537,Moderately comfortable,Personal,Non-binary / third gender,21
05/09/2021 00:00:00,100,0,True,R_6tG2m6018BJWiQR,Denver,Saint Louis,Unsatisfied,Satisfied,Probably not,Probably not,No,49643,Slightly uncomfortable,Business,Female,50
26/06/2021 00:00:00,100,0,True,R_exhokigDWU2bmfP,Dallas,New York,Satisfied,Satisfied,Might or might not,Might or might not,Yes,15553,Extremely uncomfortable,Business,Female,29
25/04/2021 00:00:00,100,0,True,R_86x54SHAvff5owJ,Los Angeles,New York,Satisfied,Unsatisfied,Probably yes,Might or might not,Yes,72561,Slightly comfortable,Personal,Non-binary / third gender,23
11/09/2021 00:00:00,100,0,True,R_6zZbkpYumZ3RjtX,Orlando,Orlando,Unsatisfied,Satisfied,Probably yes,Might or might not,Yes,95058,Extremely uncomfortable,Personal,Female,36
28/01/2021 00:00:00,100,0,True,R_8kAjnDJAZaWt5d3,Dallas,Saint Louis,Unsatisfied,Satisfied,Probably yes,Probably not,No,77098,Extremely comfortable,Personal,Prefer not to say,28
27/10/2021 00:00:00,100,0,True,R_6FPFfSvLJruxBOd,Dallas,Orlando,Unsatisfied,Unsatisfied,Probably not,Definitely yes,No,19472,Extremely uncomfortable,Business,Non-binary / third gender,36
03/02/2021 00:00:00,100,0,True,R_abHlDwHUUMPxwq1,Dallas,Seattle,Satisfied,Unsatisfied,Might or might not,Might or might not,No,89617,Slightly uncomfortable,Personal,Male,21
19/04/2021 00:00:00,100,0,True,R_cFMFtZPSp3Vb5MF,Dallas,Denver,Unsatisfied,Unsatisfied,Probably yes,Probably not,Yes,81493,Slightly comfortable,Business,Male,27
06/10/2021 00:00:00,100,0,True,R_5uu2W5TYwKpKdyB,Chicago,New York,Satisfied,Satisfied,Definitely not,Probably not,Yes,46812,Moderately uncomfortable,Business,Non-binary / third gender,44
25/09/2021 00:00:00,100,0,True,R_abodG42VoYQUlWl,Seattle,Saint Louis,Unsatisfied,Unsatisfied,Definitely not,Probably yes,Yes,64347,Extremely uncomfortable,Business,Female,53
26/01/2021 00:00:00,100,0,True,R_0AHjTCspzVhmsct,Seattle,Chicago,Satisfied,Satisfied,Probably not,Definitely yes,No,67704,Slightly comfortable,Personal,Prefer not to say,41
06/12/2021 00:00:00,100,0,True,R_cHYROjYxyOWrqkJ,New York,Orlando,Unsatisfied,Unsatisfied,Definitely not,Definitely not,Yes,83223,Slightly uncomfortable,Business,Female,27
25/11/2021 00:00:00,100,0,True,R_3EpCM6oEnXHjLw1,New York,Dallas,Unsatisfied,Satisfied,Definitely yes,Probably yes,No,44407,Slightly comfortable,Personal,Male,39
20/05/2021 00:00:00,100,0,True,R_1AIC0a6WUMYBBjL,Chicago,Los Angeles,Satisfied,Unsatisfied,Might or might not,Definitely not,Yes,89305,Slightly comfortable,Personal,Non-binary / third gender,39
28/08/2021 00:00:00,100,0,True,R_5aTAyWVynsVd6ip,New York,Chicago,Satisfied,Unsatisfied,Probably yes,Definitely yes,No,11981,Moderately comfortable,Business,Non-binary / third gender,32
30/09/2021 00:00:00,100,0,True,R_dhiTnJMFYj4GoLz,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Probably not,Definitely not,Yes,93634,Moderately uncomfortable,Personal,Female,38
12/09/2021 00:00:00,100,0,True,R_bIoaaae308cSBbD,Seattle,New York,Satisfied,Satisfied,Probably not,Probably yes,Yes,15804,Moderately comfortable,Business,Non-binary / third gender,38
07/05/2021 00:00:00,100,0,True,R_0JxxOHcJyJdkxk9,Dallas,Denver,Satisfied,Unsatisfied,Definitely not,Probably yes,Yes,34214,Neither comfortable nor uncomfortable,Personal,Prefer not to say,48
17/10/2021 00:00:00,100,0,True,R_2ofnjuSVZqKGNFP,Dallas,Denver,Unsatisfied,Unsatisfied,Definitely not,Definitely not,No,21906,Moderately comfortable,Business,Non-binary / third gender,46
17/04/2021 00:00:00,100,0,True,R_6sqPVJM4ZFHjVo9,Seattle,Dallas,Unsatisfied,Unsatisfied,Probably yes,Definitely yes,Yes,22193,Slightly uncomfortable,Business,Female,29
04/05/2021 00:00:00,100,0,True,R_dmYB5zzm15poIwl,Orlando,Saint Louis,Satisfied,Satisfied,Might or might not,Definitely yes,No,36637,Extremely comfortable,Personal,Male,53
07/05/2021 00:00:00,100,0,True,R_9AgfYYBAxQ9lRuR,Saint Louis,New York,Unsatisfied,Satisfied,Probably yes,Definitely not,Yes,80770,Neither comfortable nor uncomfortable,Business,Female,43
05/11/2021 00:00:00,100,0,True,R_51I4fdsqcFQIlIV,Saint Louis,Dallas,Satisfied,Unsatisfied,Definitely not,Might or might not,No,44594,Slightly uncomfortable,Business,Male,34
14/11/2021 00:00:00,100,0,True,R_d6j6Sl29auBdtyt,Denver,Saint Louis,Unsatisfied,Satisfied,Probably not,Definitely not,Yes,33460,Extremely comfortable,Personal,Male,28
11/03/2021 00:00:00,100,0,True,R_eOGtVfBQ2WTIgqp,Dallas,Saint Louis,Satisfied,Satisfied,Might or might not,Might or might not,Yes,88760,Moderately uncomfortable,Business,Non-binary / third gender,45
04/07/2021 00:00:00,100,0,True,R_38UJGaX5fJv88XX,Chicago,Orlando,Unsatisfied,Unsatisfied,Definitely yes,Might or might not,Yes,67467,Extremely uncomfortable,Business,Female,54
22/12/2021 00:00:00,100,0,True,R_1Gg6Vj1z2VUTUih,Chicago,Orlando,Satisfied,Unsatisfied,Might or might not,Probably yes,No,93172,Extremely comfortable,Business,Male,25
25/04/2021 00:00:00,100,0,True,R_6xulcJoApfuhDQ9,Chicago,Denver,Unsatisfied,Unsatisfied,Might or might not,Probably not,No,34484,Moderately uncomfortable,Personal,Non-binary / third gender,52
28/03/2021 00:00:00,100,0,True,R_3n6oonBXa027Emp,New York,Chicago,Satisfied,Unsatisfied,Definitely yes,Definitely yes,No,73170,Moderately comfortable,Business,Non-binary / third gender,29
04/03/2021 00:00:00,100,0,True,R_9tTM98NfMrIW1Zr,Saint Louis,Los Angeles,Satisfied,Satisfied,Might or might not,Might or might not,Yes,51058,Extremely uncomfortable,Personal,Prefer not to say,48
07/07/2021 00:00:00,100,0,True,R_etwOaEh1iWcdpad,Los Angeles,Denver,Unsatisfied,Satisfied,Definitely yes,Probably yes,No,68609,Neither comfortable nor uncomfortable,Personal,Prefer not to say,40
05/06/2021 00:00:00,100,0,True,R_eEdCLHAUcfvUTEp,Chicago,Dallas,Satisfied,Unsatisfied,Definitely not,Definitely not,Yes,42218,Slightly uncomfortable,Personal,Female,27
01/02/2021 00:00:00,100,0,True,R_doOIJkqmn92WJKJ,Chicago,Orlando,Unsatisfied,Satisfied,Probably not,Probably not,No,37756,Neither comfortable nor uncomfortable,Personal,Prefer not to say,43
23/10/2021 00:00:00,100,0,True,R_5jqQoqdddfoH9s1,Los Angeles,Dallas,Satisfied,Unsatisfied,Probably not,Probably yes,No,89222,Moderately uncomfortable,Business,Prefer not to say,31
18/12/2021 00:00:00,100,0,True,R_9zCz91DVIxa5WC1,Orlando,Los Angeles,Unsatisfied,Satisfied,Probably yes,Definitely yes,Yes,23180,Extremely comfortable,Personal,Prefer not to say,54
18/05/2021 00:00:00,100,0,True,R_eFjeG41tmRv517n,New York,Chicago,Satisfied,Unsatisfied,Might or might not,Definitely yes,No,50154,Neither comfortable nor uncomfortable,Business,Female,36
25/06/2021 00:00:00,100,0,True,R_aWvrUCIUKHyd3JH,Denver,Orlando,Unsatisfied,Satisfied,Might or might not,Definitely yes,No,54782,Extremely comfortable,Personal,Female,43
03/08/2021 00:00:00,100,0,True,R_cwNCU2xPDJU0jat,Chicago,Saint Louis,Unsatisfied,Unsatisfied,Probably yes,Might or might not,No,59205,Neither comfortable nor uncomfortable,Personal,Female,39
08/04/2021 00:00:00,100,0,True,R_3KmgsJApef6hcQR,Los Angeles,Orlando,Unsatisfied,Unsatisfied,Definitely yes,Probably not,No,24624,Slightly comfortable,Personal,Prefer not to say,45
04/05/2021 00:00:00,100,0,True,R_3V4NaHgctQaXiO9,Orlando,Saint Louis,Satisfied,Unsatisfied,Definitely not,Probably yes,No,49465,Extremely uncomfortable,Personal,Male,49
14/04/2021 00:00:00,100,0,True,R_86ecU6g6WjSlQu9,Chicago,Seattle,Satisfied,Unsatisfied,Probably not,Definitely yes,No,66803,Moderately comfortable,Personal,Male,49
18/06/2021 00:00:00,100,0,True,R_4Otes2kW8lgVeO9,Dallas,Saint Louis,Unsatisfied,Satisfied,Definitely yes,Might or might not,Yes,82991,Extremely comfortable,Personal,Non-binary / third gender,28
27/05/2021 00:00:00,100,0,True,R_9QwjKvxjeMSPXtX,Dallas,Los Angeles,Unsatisfied,Satisfied,Definitely yes,Probably yes,No,95115,Moderately comfortable,Business,Male,47
28/12/2021 00:00:00,100,0,True,R_d6TmJXZ8oMKTEBT,New York,Chicago,Satisfied,Satisfied,Might or might not,Might or might not,No,93298,Moderately comfortable,Business,Non-binary / third gender,47
27/10/2021 00:00:00,100,0,True,R_5hHYQOIxdVtlLTv,Seattle,New York,Satisfied,Satisfied,Definitely yes,Definitely not,Yes,60869,Neither comfortable nor uncomfortable,Business,Female,23
24/07/2021 00:00:00,100,0,True,R_3CzNmb76T8dTF1X,Denver,New York,Satisfied,Unsatisfied,Definitely not,Might or might not,Yes,93816,Moderately uncomfortable,Personal,Non-binary / third gender,36
